"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CSTF3",2.45214072246982e-13,-0.610196570872695,0.107,0.291,5.54625188608223e-09
"KCNIP1",2.45367746275781e-13,-0.496796925433259,0.156,0.367,5.54972768526561e-09
"HCN1",2.55755411326577e-13,-0.433545823507197,0.233,0.469,5.78467589338452e-09
"NRCAM",2.58858443154494e-13,-0.468565923509518,0.274,0.526,5.85486026726835e-09
"LUZP2",2.59681876923751e-13,-1.06810649642038,0.143,0.329,5.8734846922614e-09
"ZNF804A",2.68302984980637e-13,-0.666398801286805,0.211,0.425,6.06847691429204e-09
"PCDH15",2.82976960382522e-13,-0.795926273913523,0.188,0.397,6.40037288993189e-09
"KIRREL3",3.03844447855011e-13,-0.724485484170323,0.275,0.504,6.87235372158463e-09
"EPHA7",3.047486311676e-13,-0.571795320120165,0.125,0.316,6.89280453974879e-09
"EIF4A2",3.05559869982459e-13,-0.652922502014128,0.24,0.463,6.91115313926325e-09
"PLS3",3.08156184270522e-13,-1.13184673257664,0.045,0.183,6.96987657583068e-09
"BRAF",3.10309639662683e-13,-0.550047563171589,0.204,0.435,7.01858342989055e-09
"NGFRAP1",3.10422351938781e-13,-0.582299885011422,0.213,0.441,7.02113275615134e-09
"CSAD",3.21583139375714e-13,-1.23613959005244,0.052,0.195,7.27356744639990e-09
"SNTG1",3.30435603361004e-13,-0.427376255397874,0.522,0.753,7.47379247681919e-09
"TASP1",3.66534597713068e-13,-1.52360849427067,0.059,0.204,8.29027953107417e-09
"RAP1GDS1",3.79353706176047e-13,-0.532176831710029,0.15,0.347,8.58022212628984e-09
"GABBR2",4.16668629447086e-13,-0.50651996859846,0.242,0.477,9.4242110608342e-09
"ZNF536",4.21445770041717e-13,-0.585540105527413,0.283,0.527,9.53226042680357e-09
"WASF3",4.34968759938608e-13,-0.967939221611412,0.098,0.272,9.83812341229145e-09
"APOE",4.4553691947974e-13,-0.336035652672432,0.181,0.411,1.00771540447928e-08
"RABGAP1L",4.50923801619064e-13,-0.378282866355809,0.356,0.643,1.019899454502e-08
"ARMC9",4.52251191762316e-13,-0.651830129602342,0.172,0.379,1.02290174552801e-08
"ARHGAP24",4.68867500121538e-13,-1.06553548071636,0.045,0.183,1.06048451177489e-08
"KCNMB2-AS1",4.70565369497307e-13,-1.76505601735954,0.055,0.196,1.06432475272901e-08
"CYCS",4.8762308574081e-13,-2.11698514028489,0.027,0.148,1.10290589532857e-08
"THY1",5.48262130343903e-13,-0.733101878932104,0.125,0.312,1.24005928641184e-08
"KIF3A",5.59332866839206e-13,-0.387727776457576,0.148,0.357,1.26509907821692e-08
"FAM110B",5.85200075509833e-13,-0.511514136496319,0.14,0.334,1.32360553078814e-08
"RUNDC3B",5.85310766150843e-13,-0.715290806985037,0.127,0.318,1.32385589087998e-08
"CTNND2",5.9004766945e-13,-0.388874338776983,0.463,0.775,1.33456981876201e-08
"AGBL4",5.99325795572381e-13,-0.412427664936514,0.293,0.57,1.35555508442561e-08
"PARM1",6.04647295300032e-13,-1.06911000762122,0.059,0.206,1.36759125250961e-08
"ASAP1",6.99075355546766e-13,-0.50199040698956,0.188,0.408,1.58116863917568e-08
"GDAP1",7.08810428652981e-13,-0.359416618418093,0.168,0.378,1.60318742752731e-08
"AKT3",7.15342913750739e-13,-0.343484780964021,0.372,0.654,1.61796260232142e-08
"RAPGEF4",7.45350190777261e-13,-0.479349364978678,0.24,0.476,1.68583306150001e-08
"BACH2",7.85988772050132e-13,-0.490816769775656,0.174,0.387,1.77774940462299e-08
"FNDC3A",8.0333412675061e-13,-0.571697162658122,0.147,0.346,1.81698112788453e-08
"SORBS2",8.05226160081731e-13,-0.628226815764369,0.195,0.407,1.82126052887286e-08
"MBD5",8.14907666119126e-13,-0.407203542412587,0.358,0.635,1.84315815922824e-08
"PCDH11X",8.17687067311385e-13,-0.979449311334787,0.172,0.357,1.84944460884489e-08
"PRKCE",8.24707848266669e-13,-0.392970200605665,0.277,0.52,1.86532421120955e-08
"GRIA2",8.39455992970937e-13,-0.37544428650239,0.444,0.728,1.89868156490166e-08
"KCTD16",8.56305825218224e-13,-0.60091699776015,0.258,0.477,1.93679251547858e-08
"AC016723.4",8.62873908013307e-13,-1.97440609088572,0.036,0.161,1.9516482051445e-08
"FAM155A",9.09490156363534e-13,-0.374445895630142,0.605,0.876,2.05708483566304e-08
"CDH2",9.1716224819276e-13,-0.672710832967152,0.163,0.359,2.07443757296238e-08
"OLIG1",9.24008758995285e-13,2.75769308735603,0.175,0.054,2.08992301109554e-08
"FRRS1L",9.27294329040573e-13,-0.690292633477299,0.147,0.341,2.09735431342397e-08
"KITLG",9.34559268796903e-13,-2.37576980309075,0.018,0.129,2.11378615416483e-08
"PWRN1",9.82408518740115e-13,-1.01757065942105,0.111,0.283,2.22201158768639e-08
"SEPP1",1.03715461723762e-12,2.66285058999914,0.204,0.076,2.34583631326805e-08
"PREX1",1.0417359724727e-12,2.73016899980528,0.19,0.064,2.35619842253875e-08
"ATP8A2",1.04981284449627e-12,-0.457494650682122,0.352,0.638,2.37446669168166e-08
"TCEAL2",1.05348887263051e-12,-1.53261821639847,0.047,0.182,2.38278113211568e-08
"PARP8",1.11702731043162e-12,-0.583162994377354,0.102,0.271,2.52649237073423e-08
"RPL41",1.12074879330422e-12,-0.513909101983824,0.179,0.391,2.53490962069548e-08
"SNAP91",1.15052753959801e-12,-0.362827198919227,0.254,0.498,2.60226318906279e-08
"SGIP1",1.1976309031042e-12,-0.509293576185489,0.25,0.471,2.70880157664108e-08
"CACNA1C",1.19878912549684e-12,-0.399977993974989,0.295,0.545,2.71142124404876e-08
"SLC6A1",1.23141076851592e-12,-0.680555323308385,0.208,0.423,2.7852048762293e-08
"RCN2",1.25596196422617e-12,-0.973537567742296,0.095,0.258,2.84073477068675e-08
"BRE",1.30261530294475e-12,-0.590299316763699,0.159,0.356,2.94625529220044e-08
"SCFD1",1.30635361008768e-12,-0.632123579150008,0.107,0.286,2.95471059529631e-08
"TMEM108",1.32446404613791e-12,-0.555317757706035,0.234,0.466,2.99567277955473e-08
"GALNT13",1.47202275737162e-12,-0.436803976469314,0.297,0.543,3.32942107262313e-08
"DPP6",1.66539195657e-12,-0.424325387112406,0.413,0.693,3.76678352737003e-08
"MAPK10",1.71522549792065e-12,-0.301090036615564,0.37,0.66,3.87949703119693e-08
"N4BP2L2",1.79268940551909e-12,-0.265426214857928,0.381,0.672,4.05470489740308e-08
"JPX",1.83657530091917e-12,-0.567545994568033,0.113,0.288,4.15396601561898e-08
"MIR325HG",1.84771979514603e-12,-0.801216070532615,0.147,0.337,4.1791726326613e-08
"SLC39A10",1.85848692389825e-12,-0.634970402736864,0.106,0.278,4.20352572447306e-08
"DYM",1.87230090339293e-12,-0.714013581274778,0.148,0.337,4.23477018329412e-08
"NME7",1.93240896397002e-12,-0.874449263962736,0.1,0.269,4.37072259470739e-08
"ESF1",2.01607534125431e-12,-0.619761287209481,0.17,0.366,4.55995920684899e-08
"CHPT1",2.042286342883e-12,-0.695739563051705,0.122,0.299,4.61924325033277e-08
"CSRNP3",2.06918002139107e-12,-0.275540595126136,0.277,0.534,4.68007137238233e-08
"ITFG1",2.08321615659489e-12,-0.350895319800379,0.256,0.499,4.71181830298633e-08
"TPPP",2.09468177671442e-12,2.62015022963108,0.231,0.101,4.73775124257268e-08
"SEMA6D",2.36479207940808e-12,-0.688262175642141,0.179,0.381,5.3486867252052e-08
"ELAVL2",2.38741235763254e-12,-0.556751237564836,0.15,0.343,5.39984927049328e-08
"RPL35A",2.4542371979355e-12,-0.765073465343708,0.114,0.287,5.55099369429052e-08
"POU2F1",2.49746238259619e-12,-0.456656521917051,0.211,0.426,5.64876041695606e-08
"SFXN1",2.51514350365154e-12,-1.16257602511879,0.052,0.187,5.68875157655905e-08
"SNAP25",2.67266462421553e-12,-0.526364337852781,0.411,0.687,6.04503284705069e-08
"MYO5A",2.75184917836602e-12,-0.421930002733233,0.2,0.413,6.22413247162826e-08
"NTRK2",2.97090387260014e-12,-0.336392551284643,0.424,0.714,6.719590379047e-08
"SYP",2.9824446900166e-12,-0.501559364550143,0.195,0.407,6.74569339987956e-08
"CACNA2D3",3.06296890198427e-12,-0.456260783348254,0.24,0.477,6.92782306250801e-08
"AEBP2",3.15318887725037e-12,-0.493189950056388,0.218,0.442,7.13188260256489e-08
"ENTPD3",3.21217609404712e-12,-1.03245362134728,0.097,0.256,7.26529988951579e-08
"TTC17",3.28832539931178e-12,-0.393087311042116,0.195,0.41,7.43753438816339e-08
"ERC1",3.63150922281925e-12,-0.44443278091674,0.297,0.551,8.21374756017258e-08
"CHST11",3.71412779941429e-12,-0.617553110269346,0.129,0.31,8.40061425671525e-08
"KLHL32",3.80328924240328e-12,-0.649455832926662,0.132,0.315,8.60227960846773e-08
"COX7C",3.92387167042059e-12,-0.688681491991315,0.138,0.324,8.8750129441573e-08
"FAM65B",3.96412961550344e-12,-0.727169812794881,0.111,0.281,8.96606836434567e-08
"STXBP5L",4.05250688977758e-12,-0.411427680192906,0.451,0.77,9.16596008329893e-08
"RP11-39M21.1",4.06695025112588e-12,-2.38171150638512,0.02,0.126,9.19862807799651e-08
"MNAT1",4.29277047776258e-12,-0.552156060264189,0.172,0.37,9.70938826660341e-08
"CADPS",4.59767411906130e-12,-0.454097728874212,0.376,0.644,1.03990193224929e-07
"RP11-649G15.2",4.82234373309352e-12,-2.20412584165654,0.032,0.149,1.09071770555109e-07
"DCLK1",4.84794532075383e-12,-0.470930094954605,0.335,0.589,1.0965082726481e-07
"CCDC91",4.91000087436597e-12,-0.544950699083499,0.216,0.428,1.1105439977641e-07
"SPDYE3",4.93887268955341e-12,-2.18356509025931,0.039,0.16,1.11707422492319e-07
"NUMB",4.98235616331953e-12,-0.789647292177621,0.093,0.255,1.12690931701961e-07
"RP3-406A7.7",5.20621024898463e-12,3.22707658864615,0.147,0.04,1.17754063411534e-07
"CEP290",5.23510257075411e-12,-0.397843061688563,0.107,0.277,1.18407549945316e-07
"PCDH9-AS2",5.32798502522729e-12,-1.29158744592795,0.054,0.186,1.20508365300591e-07
"MOBP",5.42971467251653e-12,2.50353044153493,0.238,0.11,1.22809286462979e-07
"ARID4B",5.61882113449744e-12,-0.311345995214939,0.209,0.433,1.27086496420063e-07
"ENTPD1-AS1",5.94270567939347e-12,-0.819009521011373,0.104,0.269,1.34412117056522e-07
"GPR158",6.03336073107309e-12,-0.534769402937813,0.193,0.395,1.36462553015411e-07
"TNIK",6.43081129281737e-12,-0.299891863815322,0.275,0.51,1.45452089820943e-07
"UBE3A",6.45168878662321e-12,-0.70620710534028,0.127,0.296,1.45924296975844e-07
"DOCK4",6.78054460435046e-12,-0.350104687564929,0.252,0.479,1.53362357861199e-07
"TBCK",6.98738957220354e-12,-0.509838219471648,0.172,0.367,1.580407773441e-07
"FNBP1L",7.30494167057543e-12,-0.643891982870626,0.114,0.284,1.65223170705075e-07
"NKAIN2",7.70260116419943e-12,-0.470910548290428,0.436,0.687,1.74217433131863e-07
"ITM2C",7.73656147691647e-12,-0.437146571368085,0.116,0.296,1.74985547484897e-07
"SYNE1",7.9033036974189e-12,-0.312428971298736,0.422,0.717,1.78756923028221e-07
"NAV2",7.93656395495541e-12,-0.426343202949043,0.309,0.552,1.79509203533181e-07
"SYT1",7.95966437125881e-12,-0.379910592377499,0.721,0.902,1.80031688749132e-07
"HECW2",8.00480985759178e-12,-0.371159991481928,0.258,0.493,1.81052789359011e-07
"RAB11A",8.03633245476678e-12,-0.732425773711137,0.15,0.334,1.81765767461915e-07
"FAF1",8.25179890857523e-12,-0.297235178888768,0.25,0.488,1.86639187714155e-07
"TIAM1",8.55723301757211e-12,-0.396132611519391,0.315,0.565,1.93547496391446e-07
"R3HDM2",8.70720671518677e-12,-0.330657763154254,0.147,0.34,1.96939601484094e-07
"SMYD3",8.885808271299e-12,-0.318033627843059,0.388,0.671,2.00979211480241e-07
"RGS7BP",8.91863346114946e-12,-0.916160557134112,0.089,0.243,2.01721651624279e-07
"VWA8",9.03506456024335e-12,-0.605421823148137,0.147,0.337,2.04355090223584e-07
"PDE7B",9.75168319787361e-12,-0.775776415414406,0.064,0.206,2.20563570569505e-07
"SORCS3",1.02547280048823e-11,-1.03162516050325,0.14,0.31,2.31941438014428e-07
"BEX2",1.03044862844429e-11,-0.637100945244417,0.104,0.266,2.3306687078153e-07
"PDE4DIP",1.05685422267462e-11,-0.302630127993579,0.36,0.634,2.39039288084546e-07
"MDH1",1.0932831036466e-11,-1.02201070459316,0.089,0.245,2.47278772382787e-07
"CHCHD3",1.12257862221374e-11,-0.45146786418252,0.175,0.373,2.53904832772303e-07
"OCIAD1",1.13011223053577e-11,-0.543854125795836,0.15,0.34,2.55608784302581e-07
"SETBP1",1.13987686991642e-11,-0.384743329819715,0.218,0.43,2.57817350437696e-07
"UNC5D",1.15261588176203e-11,-0.662173840628173,0.32,0.542,2.60698660136936e-07
"TMCC1",1.16209722205201e-11,-0.49437765001598,0.168,0.363,2.62843149683724e-07
"THSD7B",1.16458235786328e-11,-1.35358578463398,0.079,0.223,2.63405237701517e-07
"LRFN5",1.18699832427938e-11,-0.36706015242617,0.252,0.482,2.68475280985511e-07
"INVS",1.35985567938556e-11,-0.746333656875864,0.106,0.271,3.07572157563427e-07
"SCAPER",1.38634629594509e-11,-0.443882309194848,0.249,0.473,3.13563805216859e-07
"KIAA2022",1.45958379383547e-11,-0.751617941625142,0.098,0.261,3.30128662489707e-07
"SERINC1",1.47961489156919e-11,-0.462873387879785,0.197,0.4,3.34659296175118e-07
"INTU",1.55433820520878e-11,-1.04966839108582,0.075,0.217,3.51560215254121e-07
"CDC27",1.59319986865929e-11,-0.56302510168954,0.116,0.287,3.60349946293358e-07
"TARBP1",1.60753598834786e-11,-0.675078628457402,0.163,0.351,3.63592489844519e-07
"TRPC1",1.62848614823125e-11,-0.667352021905582,0.136,0.313,3.68330997006944e-07
"RP11-701H24.9",1.77505800574928e-11,-0.334543049613599,0.261,0.492,4.01482619740371e-07
"ASTN1",1.80291140832461e-11,-0.61900804355804,0.19,0.389,4.07782502334861e-07
"STARD13",1.80993816566661e-11,-1.00655749874648,0.107,0.265,4.09371814310475e-07
"PACRG",1.81690579688167e-11,-0.742215632770226,0.118,0.287,4.10947753138696e-07
"NDFIP1",1.87288802144512e-11,-0.494582581202906,0.236,0.448,4.23609812690457e-07
"CDK8",1.92798720579715e-11,-0.662852457217627,0.116,0.284,4.36072146207198e-07
"ANO5",1.97968722831296e-11,-0.900903635894374,0.086,0.237,4.47765657299825e-07
"CDH8",2.01322584449499e-11,-0.779506286035134,0.138,0.31,4.55351421507878e-07
"LDHA",2.08115452826277e-11,-1.44552966240783,0.041,0.163,4.70715531202474e-07
"LINC01102",2.08775536178409e-11,-1.7406703430052,0.029,0.138,4.72208507728325e-07
"ARHGAP26",2.31135371180368e-11,-0.367328648766901,0.211,0.423,5.22781982535757e-07
"HIVEP1",2.4155849361932e-11,-1.03958412222636,0.066,0.204,5.46357000868178e-07
"BRWD1",2.45675594899173e-11,-0.530495958941284,0.168,0.36,5.5566906054295e-07
"CCNH",2.47824284667628e-11,-1.5392354725642,0.043,0.164,5.6052896706124e-07
"LINC00632",2.54973267255251e-11,-0.372180663409992,0.284,0.518,5.76698535877927e-07
"KCNQ5",2.77237674316676e-11,-0.533056306147751,0.395,0.624,6.27056171769457e-07
"HEPACAM",2.81623138100697e-11,2.66102364497133,0.195,0.078,6.36975213756156e-07
"MICU3",2.82831094235771e-11,-0.607916602841654,0.114,0.274,6.39707368942466e-07
"ARX",2.83002847923094e-11,-1.42781058161398,0.039,0.158,6.40095841432453e-07
"TRIO",2.84118490099658e-11,-0.335129249877117,0.313,0.564,6.42619200907407e-07
"ALK",2.84338790826541e-11,-0.556777325821873,0.138,0.313,6.4311747709147e-07
"ADGRL2",2.86846156955403e-11,-0.338565403675005,0.22,0.433,6.4878863780173e-07
"PGAM1",2.97026609214304e-11,-1.06781684256301,0.075,0.217,6.71814784720912e-07
"ASCC3",3.10850693602327e-11,-0.986672753213282,0.102,0.255,7.03082098789744e-07
"RASA1",3.12159555632787e-11,-0.296344478100139,0.193,0.398,7.06042482930237e-07
"BCYRN1",3.16667629572767e-11,1.81478239247386,0.338,0.206,7.16238844567685e-07
"SNAP25-AS1",3.28631700562013e-11,-1.25285788396061,0.082,0.223,7.43299180331161e-07
"CNP",3.28932082193586e-11,2.26109137271485,0.329,0.215,7.43978583505452e-07
"YWHAH",3.44302283954665e-11,-0.470709869655907,0.118,0.291,7.7874290584866e-07
"SNHG23",3.50799138167363e-11,-0.674887078869918,0.086,0.233,7.93437490706941e-07
"PRR16",3.55987116680595e-11,-0.610487777096474,0.148,0.324,8.05171660508171e-07
"RTN3",3.84262435651493e-11,-0.370951929425322,0.428,0.688,8.69124776956546e-07
"SPATA7",3.8935485641033e-11,-1.20201448885101,0.047,0.17,8.80642814228884e-07
"NTRK3",3.91873602651147e-11,-0.46631970466842,0.267,0.49,8.86339714476363e-07
"KDM5D",3.93067133064604e-11,-1.30658991781102,0.027,0.135,8.89039241565521e-07
"TMPRSS5",3.95755704187762e-11,3.18965937801973,0.127,0.031,8.95120251731881e-07
"ZCCHC24",4.06734014916523e-11,3.31804072443572,0.129,0.032,9.19950994938191e-07
"PSAP",4.29320966848854e-11,1.49287412510824,0.521,0.466,9.71038162818738e-07
"NRSN1",4.29697556598265e-11,-0.91270442640439,0.079,0.223,9.71889933513956e-07
"BICD1",4.41152168641429e-11,-0.29336847343632,0.209,0.422,9.97797975033185e-07
"FHIT",4.41177956336401e-11,-0.277794965397293,0.195,0.404,9.97856301641672e-07
"GABPB1-AS1",4.55561741820663e-11,-0.638505897152392,0.106,0.264,1.03038954764998e-06
"TFEB",4.60586778060216e-11,3.10156419219578,0.122,0.028,1.0417551746166e-06
"R3HDM1",5.01434414318701e-11,-0.316550634058355,0.265,0.486,1.13414435830604e-06
"CDC42BPA",5.30776707480172e-11,-0.358763574971388,0.367,0.631,1.20051075697865e-06
"SSBP2",5.39239880113317e-11,-0.287897700196909,0.272,0.501,1.2196527608403e-06
"CSGALNACT1",5.40075576990771e-11,-0.836871211386848,0.077,0.217,1.22154294003773e-06
"GLRA2",5.45552210018756e-11,-0.775858791666885,0.068,0.204,1.23392998862042e-06
"CLVS2",5.5626933601836e-11,-0.806987102361006,0.093,0.242,1.25816998420633e-06
"KAT6B",5.67772215301799e-11,-0.43269380554342,0.145,0.321,1.28418719656961e-06
"CSMD1",5.7490207899213e-11,-0.538103547504871,0.655,0.814,1.3003135222644e-06
"COG6",5.85159129689188e-11,-0.997998025373462,0.082,0.221,1.323512919531e-06
"REPS2",5.88296413542910e-11,-0.534661041932384,0.1,0.256,1.33060882815135e-06
"ANO10",5.88715345313799e-11,-0.890906840621366,0.093,0.24,1.33155636803075e-06
"VSTM2A",5.94011834247625e-11,-0.397261375217432,0.168,0.363,1.34353596670128e-06
"PCCA",6.14744864918335e-11,-0.509872398028676,0.134,0.305,1.39042993547229e-06
"MAGI1",6.34329106812998e-11,-0.292732702614845,0.426,0.7,1.43472557378964e-06
"EPHA3",6.34690832142314e-11,-1.36275015017183,0.045,0.164,1.43554372413949e-06
"STXBP1",6.74059184267091e-11,-0.312395245175175,0.181,0.376,1.52458706297531e-06
"IL1RAPL1",7.02133520216832e-11,-0.355801784690788,0.694,0.906,1.58808559602643e-06
"AC159540.1",7.038028937747e-11,-0.553255447805691,0.193,0.382,1.59186138513962e-06
"HMGN3",7.09435160277256e-11,-0.268434580351299,0.204,0.403,1.6046004455151e-06
"CLDND1",7.21233300929332e-11,1.92359928440416,0.311,0.187,1.63128548004196e-06
"RP11-160H12.2",7.63920876796115e-11,-1.79704471126972,0.021,0.122,1.72783623913745e-06
"KIAA0319",7.65349985115609e-11,-0.720421058671112,0.095,0.243,1.73106859633448e-06
"MEF2C",7.6650621651014e-11,-0.350399847427337,0.454,0.704,1.73368376050264e-06
"TMC6",7.96693787958502e-11,3.55254422013208,0.109,0.022,1.80196200960454e-06
"EPHA5",8.02081239905733e-11,-0.499303639891529,0.125,0.296,1.81414734841879e-06
"RPS23",8.40297082479912e-11,-0.752046414907398,0.116,0.278,1.90058394115307e-06
"TTC28",8.58227901043955e-11,-0.268936434904234,0.25,0.476,1.94113986658122e-06
"PHF20L1",8.80393877267037e-11,-0.402412788565621,0.129,0.3,1.99127487160258e-06
"PLXNC1",8.84571155017233e-11,-1.22787354190354,0.052,0.174,2.00072303841798e-06
"ERO1B",9.52524651307977e-11,-0.72395047226362,0.089,0.237,2.15442025632838e-06
"KIF21A",9.56032902989193e-11,-0.35994692986279,0.175,0.363,2.16235521998096e-06
"DCX",9.77459585862786e-11,-0.649525637873975,0.086,0.23,2.21081809130445e-06
"MAP2",9.88316475383164e-11,-0.27280169208071,0.472,0.75,2.23537420402164e-06
"AVL9",9.89529868799786e-11,-0.690174330960919,0.088,0.231,2.23811865725136e-06
"DHCR24",9.90359564943219e-11,2.77987978862782,0.143,0.042,2.23999526398857e-06
"KIF5C",1.00305392407647e-10,-0.42582714870947,0.231,0.432,2.26870736547615e-06
"TMEM168",1.01326469044213e-10,-1.23306894328834,0.039,0.154,2.29180207684201e-06
"SAMD4A",1.01510698137718e-10,-0.577663832995573,0.1,0.255,2.29596897047891e-06
"PHLPP2",1.03575711220653e-10,-1.01199623038107,0.055,0.18,2.34267543638873e-06
"RASGRF2",1.09225153693836e-10,-1.10040277776868,0.131,0.284,2.47045452624718e-06
"MAP1LC3A",1.09904349807619e-10,-0.868409902733573,0.088,0.233,2.48581658394872e-06
"GNPTAB",1.10642578941187e-10,-0.69029739215303,0.086,0.231,2.50251385049177e-06
"MAP2K1",1.11473536570604e-10,-0.874807202531885,0.095,0.24,2.52130845015392e-06
"AFF3",1.12359327660159e-10,-0.32773202761312,0.274,0.493,2.54134327301748e-06
"COL21A1",1.12739928947967e-10,-1.08855617246886,0.077,0.214,2.54995171294511e-06
"PTPRA",1.13522928254059e-10,-0.296453997598585,0.177,0.373,2.5676615912503e-06
"TLK1",1.15350515780718e-10,-0.378958963950786,0.12,0.287,2.60899796592829e-06
"PTPRG",1.16614440204006e-10,-0.298625450144204,0.329,0.589,2.63758540853421e-06
"MT-ND3",1.19172759848224e-10,1.35504965006451,0.395,0.261,2.69544948224712e-06
"ATP6V1F",1.21388978092067e-10,-0.9811726499173,0.072,0.208,2.74557590648638e-06
"CASK",1.22170082285767e-10,-0.448648527361336,0.138,0.307,2.76324292113947e-06
"CTDSPL",1.25890415473475e-10,-0.700380758803617,0.098,0.247,2.84738941717905e-06
"SON",1.28244244844679e-10,-0.367190416528155,0.213,0.413,2.90062832989695e-06
"WASH1",1.30801301042407e-10,2.12504180050426,0.293,0.17,2.95846382697716e-06
"LIMCH1",1.31282252506084e-10,-0.406197709783951,0.356,0.587,2.9693419871826e-06
"RPS14",1.3379885377419e-10,-0.451293980449396,0.143,0.322,3.02626247466464e-06
"H3F3B",1.35382931650183e-10,-0.446795114449,0.211,0.42,3.06209114806384e-06
"ASPH",1.35825701607308e-10,-0.57935493638531,0.14,0.309,3.07210571895409e-06
"LGI3",1.36169386125664e-10,2.54305026518457,0.184,0.073,3.07987917539028e-06
"MARCH4",1.40350082381446e-10,-0.877004157326782,0.075,0.211,3.17443816330355e-06
"HECTD2",1.4222571995911e-10,-0.653644635763694,0.079,0.218,3.21686133403515e-06
"GCC2",1.42661330997539e-10,-0.516032656339751,0.109,0.271,3.22671398450235e-06
"ZNF280D",1.43142350782447e-10,-0.349766752421791,0.174,0.357,3.23759368999739e-06
"SRGAP1",1.43830365067053e-10,-0.905556798086906,0.047,0.167,3.25315519708661e-06
"SLC35G2",1.46246657110385e-10,-1.01310039402186,0.034,0.142,3.3078068905227e-06
"SNTG2",1.47288340252121e-10,-2.22556625110785,0.038,0.145,3.33136767982248e-06
"NPTXR",1.47597453865232e-10,-0.369522824477126,0.15,0.329,3.33835921152381e-06
"FRAS1",1.47641165086933e-10,-1.28158851903638,0.091,0.23,3.33934787193625e-06
"GALNT11",1.4933510951772e-10,-0.640845339676839,0.077,0.214,3.37766150707179e-06
"RSF1",1.49455401011006e-10,-0.479675494055254,0.152,0.331,3.38038226006694e-06
"UBR5",1.49629534023422e-10,-0.392158482816975,0.175,0.359,3.38432080054176e-06
"LRCH1",1.56106487963154e-10,-1.11398544637276,0.059,0.184,3.53081654475062e-06
"ZNF33B",1.56765980605108e-10,-1.31043781034197,0.034,0.141,3.54573294932633e-06
"OXCT1",1.71616038006433e-10,-0.600409572036113,0.072,0.205,3.8816115476295e-06
"NOL7",1.78096007012904e-10,-1.21490075696639,0.027,0.129,4.02817548661786e-06
"UQCRQ",1.79049388521857e-10,-1.03175286590598,0.061,0.187,4.04973906958736e-06
"KCNAB1",1.81447199148581e-10,-0.37489007112567,0.256,0.476,4.10397275034261e-06
"TRAF3IP2-AS1",1.86627843430277e-10,-0.414271814881354,0.195,0.385,4.221148562706e-06
"AC107218.3",1.92076183619015e-10,-2.83510860745579,0.016,0.105,4.34437912109488e-06
"ABI1",1.92817595169019e-10,-0.549538297652717,0.12,0.281,4.36114836753287e-06
"MTR",2.04658804547749e-10,-0.908055588832694,0.064,0.192,4.62897284126098e-06
"VTI1A",2.09179219544423e-10,-0.350174717556104,0.125,0.291,4.73121558765576e-06
"ARRDC2",2.29935200227759e-10,3.09792304918007,0.114,0.026,5.20067435875145e-06
"FILIP1L",2.35996298648564e-10,-1.90542055920961,0.034,0.139,5.33776428283322e-06
"PROX1",2.40853878746365e-10,-1.03843474735971,0.095,0.236,5.44763302948529e-06
"FKBP4",2.42504302923043e-10,2.39493076486153,0.2,0.086,5.48496232351339e-06
"SORCS1",2.43604017402611e-10,-0.795766219852069,0.152,0.319,5.50983566561226e-06
"CRLF3",2.50885126356676e-10,-0.377588563617508,0.132,0.297,5.67451978793531e-06
"TCF4",2.52075980030009e-10,-0.254568955959073,0.642,0.89,5.70145451631874e-06
"EFHD1",2.52543558091647e-10,2.67667124220149,0.168,0.061,5.71203019691687e-06
"NDST4",2.55132585108538e-10,-1.09588716901546,0.027,0.127,5.77058880998491e-06
"RP11-673E1.4",2.56892485799526e-10,-1.7320696861064,0.036,0.142,5.81039424381367e-06
"RPS25",2.58956793003991e-10,-0.503828550760553,0.179,0.365,5.85708474416428e-06
"ATRN",2.67025502420768e-10,-1.097829301088,0.075,0.206,6.03958281375293e-06
"BBIP1",2.70754426134811e-10,-0.91301146218956,0.043,0.157,6.12392361031715e-06
"GNAS",2.87040748793869e-10,-0.434816165764406,0.349,0.589,6.49228765621973e-06
"DOPEY1",2.89509870521151e-10,-0.435221309011493,0.17,0.35,6.54813425144739e-06
"LINC01481",2.92304261987118e-10,-0.360891165875001,0.233,0.433,6.61133779762465e-06
"ADCY2",2.93916839597072e-10,-0.408929195823024,0.267,0.48,6.64781107800658e-06
"MIR137HG",2.99526034258667e-10,-0.612625214721162,0.091,0.236,6.77467984286253e-06
"RP11-745L13.2",3.01706494877698e-10,-0.702817808288209,0.129,0.286,6.82399750114378e-06
"NXPH1",3.04846823084357e-10,-0.747544389892916,0.213,0.388,6.89502544452199e-06
"GRIA3",3.11770619407255e-10,-0.443248133674732,0.195,0.381,7.0516278697533e-06
"STIP1",3.13582861002146e-10,2.83036724931408,0.175,0.069,7.09261715014654e-06
"KALRN",3.14721959023927e-10,-0.325149735644862,0.322,0.561,7.11838126920318e-06
"MYO16",3.19896197936443e-10,-0.610678708110734,0.161,0.327,7.23541220492647e-06
"FGF13",3.39486427149731e-10,-0.620746952382823,0.145,0.31,7.67850400927262e-06
"SCG3",3.49945881743976e-10,-0.458346053682605,0.084,0.223,7.91507595328525e-06
